index,id,name_of_work,content,source
2000,poem_sum:poemsum_train.csv:1132,Aubade by Philip Larkin,"I work all day, and get half-drunk at night. Waking at four to soundless dark, I stare. In time the curtain-edges will grow light. Till then I see what’s really always there: Unresting death, a whole day nearer now, Making all thought impossible but how And where and when I shall myself die. Arid interrogation: yet the dread
Of dying, and being dead,
Flashes afresh to hold and horrify.
The mind blanks at the glare. Not in remorse —The good not done, the love not given, time Torn off unused—nor wretchedly because An only life can take so long to climb
Clear of its wrong beginnings, and may never; But at the total emptiness for ever,
The sure extinction that we travel to
And shall be lost in always. Not to be here, Not to be anywhere,
And soon; nothing more terrible, nothing more true.
This is a special way of being afraid
No trick dispels. Religion used to try,
That vast moth-eaten musical brocade
Created to pretend we never die,
And specious stuff that says No rational being
Can fear a thing it will not feel, not seeing
That this is what we fear—no sight, no sound, No touch or taste or smell, nothing to think with, Nothing to love or link with,
The anaesthetic from which none come round.
And so it stays just on the edge of vision, A small unfocused blur, a standing chill That slows each impulse down to indecision. Most things may never happen: this one will, And realisation of it rages out
In furnace-fear when we are caught without People or drink. Courage is no good:
It means not scaring others. Being brave Lets no one off the grave.
Death is no different whined at than withstood.
Slowly light strengthens, and the room takes shape. It stands plain as a wardrobe, what we know, Have always known, know that we can’t escape, Yet can’t accept. One side will have to go.
Meanwhile telephones crouch, getting ready to ring In locked-up offices, and all the uncaring
Intricate rented world begins to rouse.
The sky is white as clay, with no sun.
Work has to be done.
Postmen like doctors go from house to house.",poem_sum
2001,45822,VIST Story 45822,the villagers worked hard to repair the damage from the storm .,vist
2002,poem_sum:poemsum_train.csv:201,"Gardens of Babur, Kabul by Aria Aber","In the walled garden, surrounded by cold marble
and rows of sanctioned lime trees, I grow

defenseless against desire—I almost touch
myself remembering your scent, time zones away,

clean first, then that sourness
after sex. My eye is a slow thief, it stops

for so little: under the orange tree, a young woman
lifts from her lover’s hair a praying mantis,

its green intelligence like calligraphy
on her hand. Children scream, a man wipes

oil with bread—people still go to lunch
within a war, can you believe it?

It is here I understand I am free, I am perpetual,
because it is you who hungers me.",poem_sum
2003,45600,VIST Story 45600,i took a lot of pictures and got some good ones .,vist
2004,45715,VIST Story 45715,this is what all men want during a bit of relaxation for father 's day .,vist
2005,poem_sum:poemsum_train.csv:694,Afternoons by Philip Larkin,"Summer is fading:
The leaves fall in ones and twos
From trees bordering
The new recreation ground.
In the hollows of afternoons
Young mothers assemble
At swing and sandpit
Setting free their children.
Behind them, at intervals,
Stand husbands in skilled trades,
An estateful of washing,
And the albums, lettered
Our Wedding, lying
Near the television:
Before them, the wind
Is ruining their courting-places

That are still courting-places
(But the lovers are all in school),
And their children, so intent on
Finding more unripe acorns,
Expect to be taken home.
Their beauty has thickened.
Something is pushing them
To the side of their own lives.",poem_sum
2006,poem_sum:poemsum_train.csv:217,You are the daughter of the sea by Pablo Neruda,"You are the daughter of the sea, oregano's first cousin.
Swimmer, your body is pure as the water;
cook, your blood is quick as the soil.
Everything you do is full of flowers, rich with the earth.

Your eyes go out toward the water, and the waves rise;
your hands go out to the earth and the seeds swell;
you know the deep essence of water and the earth,
conjoined in you like a formula for clay.

Naiad: cut your body into turquoise pieces,
they will bloom resurrected in the kitchen.
This is how you become everything that lives.

And so at last, you sleep, in the circle of my arms
that push back the shadows so that you can rest--
vegetables, seaweed, herbs: the foam of your dreams.",poem_sum
2007,poem_sum:poemsum_train.csv:1279,Monday’s Child,"Monday's child is fair of face
Tuesday's child is full of grace,
Wednesday's child is full of woe,
Thursday's child has far to go,
Friday's child is loving and giving,
Saturday's child works hard for a living,
But the child who is born on the Sabbath Day
Is bonny and blithe and good and gay.",poem_sum
2008,45580,VIST Story 45580,it looks like they may be up to some cards .,vist
2009,poem_sum:poemsum_train.csv:1278,Crow Song by Margaret Atwood,"ln the arid sun, over the field
where the corn has rotted and then
dried up, you flock and squabble.
Not much here for you, my people,
but there would be
if
if
In my austere black uniform
I raised the banner
which decreed Hope
and which did not succeed
and which is not allowed.
Now I must confront the angel
who says Win,
who tells me to wave any banner
that you will follow
for you ignore me, my
baffled people, you have been through
too many theories
too many stray bullets
your eyes are gravel, skeptical,
in this hard field
you pay attention only
to the rhetoric of seed
fruit stomach elbow.
You have too many leaders
you have too many wars,
all of them pompous and small,
you resist only when you feel
like dressing up,
you forget the sane corpses ...",poem_sum
2010,poem_sum:poemsum_train.csv:1599,Call Him Not by Delwar Hossain,"Call him not, call him not
He is deaf and dumb by born.
Touch him not, touch him not
He is a feelingless stone.
Trust him not, trust him not
He plays with fire
Hit him not, hit him not
Because he may hit you dire.",poem_sum
2011,poem_sum:poemsum_train.csv:55,The Housewife by Charlotte Anna Perkins Gilman,"Here is the House to hold me — cradle of all the race;
Here is my lord and my love, here are my children dear —
Here is the House enclosing, the dear-loved dwelling place;
Why should I ever weary for aught that I find not here?

Here for the hours of the day and the hours of the night;
Bound with the bands of Duty, rivetted tight;
Duty older than Adam — Duty that saw
Acceptance utter and hopeless in the eyes of the serving squaw.

Food and the serving of food — that is my daylong care;
What and when we shall eat, what and how we shall wear;
Soiling and cleaning of things — that is my task in the main —
Soil them and clean them and soil them — soil them and clean them again.

To work at my trade by the dozen and never a trade to know;
To plan like a Chinese puzzle — fitting and changing so;
To think of a thousand details, each in a thousand ways;
For my own immediate people and a possible love and praise.

My mind is trodden in circles, tiresome, narrow and hard,
Useful, commonplace, private — simply a small back-yard;
And I the Mother of Nations! — Blind their struggle and vain! —
I cover the earth with my children — each with a housewife's brain.",poem_sum
2012,45814,VIST Story 45814,they did their katas .,vist
2013,45941,VIST Story 45941,"it was fun for everyone , and everyone was involved !",vist
2014,45780,VIST Story 45780,"as the children went into class , mother and daughter said goodbye and took a final photo .",vist
2015,45617,VIST Story 45617,we just sat and relaxed around it .,vist
2016,poem_sum:poemsum_train.csv:1122,I Am Christ’s by Leslie Alexis,"In Heaven, at the right hand of God I’ll sit,
I haven’t been there, but my eyes can see it.
Adorned in righteous robes, I’ll stand by the king.
I will see angels flying with their angelic wings.
With Christ as my head, I will not in my journey fail.
Sometimes it would be tough, but the God will prevail.
Battles may be waged for my soul, but satan that
You cannot have; I am Christ's, and so too is my heart.
I belong to JESUS, JESUS, JESUS, JESUS and JESUS!
Your tricks and deceits would get to me anymore.
God has encamped around me with angels - 10,000 X 4.
You lost since you first started this spiritual war.
You’re worthless, but My God just keeps raising his bar.
In Heaven, at the right hand of God’ I’ll sit.
I haven’t been there, but my eyes can see it.",poem_sum
2017,45998,VIST Story 45998,folks brought their classic cars for display and meet other car enthusiasts .,vist
2018,45636,VIST Story 45636,grand dad is working the grill .,vist
2019,45847,VIST Story 45847,the boy who sits beside me brought his lucky teddy bear .,vist
2020,poem_sum:poemsum_train.csv:1493,They are all Gone into the World of Light by Henry Vaughan,"They are all gone into the world of light!
And I alone sit ling’ring here;
Their very memory is fair and bright,
And my sad thoughts doth clear.

It glows and glitters in my cloudy breast,
Like stars upon some gloomy grove,
Or those faint beams in which this hill is drest,
After the sun’s remove.

I see them walking in an air of glory,
Whose light doth trample on my days:
My days, which are at best but dull and hoary,
Mere glimmering and decays.

O holy Hope! and high Humility,
High as the heavens above!
These are your walks, and you have show’d them me
To kindle my cold love.

Dear, beauteous Death! the jewel of the just,
Shining nowhere, but in the dark;
What mysteries do lie beyond thy dust
Could man outlook that mark!

He that hath found some fledg’d bird’s nest, may know
At first sight, if the bird be flown;
But what fair well or grove he sings in now,
That is to him unknown.

And yet as angels in some brighter dreams
Call to the soul, when man doth sleep:
So some strange thoughts transcend our wonted themes
And into glory peep.

If a star were confin’d into a tomb,
Her captive flames must needs burn there;
But when the hand that lock’d her up, gives room,
She’ll shine through all the sphere.

O Father of eternal life, and all
Created glories under thee!
Resume thy spirit from this world of thrall
Into true liberty.

Either disperse these mists, which blot and fill
My perspective still as they pass,
Or else remove me hence unto that hill,
Where I shall need no glass.",poem_sum
